created	updated	index_name	status	message	total	count	limit	offset	fields__name	fields__type	records__id	records__country	records__state	records__city	records__station	records__last_update	records__pollutant_id	records__pollutant_min	records__pollutant_max	records__pollutant_avg	records__pollutant_unit	version
											473	India	Rajasthan	Kota	"Shrinath Puram, Kota - RSPCB"	23-04-2018 05:00:00	CO	14	104	32		
											474	India	Rajasthan	Pali	"Indira Colony Vistar, Pali - RSPCB"	23-04-2018 05:00:00	PM2.5	70	320	229		
											475	India	Rajasthan	Pali	"Indira Colony Vistar, Pali - RSPCB"	23-04-2018 05:00:00	PM10	88	213	137		
											476	India	Rajasthan	Pali	"Indira Colony Vistar, Pali - RSPCB"	23-04-2018 05:00:00	NO2	5	22	11		
											477	India	Rajasthan	Pali	"Indira Colony Vistar, Pali - RSPCB"	23-04-2018 05:00:00	NH3	2	11	8		
											478	India	Rajasthan	Pali	"Indira Colony Vistar, Pali - RSPCB"	23-04-2018 05:00:00	SO2	6	42	17		
											479	India	Rajasthan	Pali	"Indira Colony Vistar, Pali - RSPCB"	23-04-2018 05:00:00	CO	2	37	8		
											480	India	Rajasthan	Pali	"Indira Colony Vistar, Pali - RSPCB"	23-04-2018 05:00:00	OZONE	9	112	88		
											481	India	Rajasthan	Udaipur	"Ashok Nagar, Udaipur - RSPCB"	23-04-2018 05:00:00	PM2.5	69	187	113		
											482	India	Rajasthan	Udaipur	"Ashok Nagar, Udaipur - RSPCB"	23-04-2018 05:00:00	PM10	126	199	153		
											483	India	Rajasthan	Udaipur	"Ashok Nagar, Udaipur - RSPCB"	23-04-2018 05:00:00	NO2	26	63	39		
											484	India	Rajasthan	Udaipur	"Ashok Nagar, Udaipur - RSPCB"	23-04-2018 05:00:00	NH3	4	7	6		
											485	India	Rajasthan	Udaipur	"Ashok Nagar, Udaipur - RSPCB"	23-04-2018 05:00:00	SO2	9	20	14		
											486	India	Rajasthan	Udaipur	"Ashok Nagar, Udaipur - RSPCB"	23-04-2018 05:00:00	CO	38	101	62		
											487	India	TamilNadu	Chennai	"Manali, Chennai - CPCB"	23-04-2018 05:00:00	PM2.5	5	223	68		
											488	India	TamilNadu	Chennai	"Manali, Chennai - CPCB"	23-04-2018 05:00:00	NO2	14	17	16		
											489	India	TamilNadu	Chennai	"Manali, Chennai - CPCB"	23-04-2018 05:00:00	NH3	1	25	7		
											490	India	TamilNadu	Chennai	"Manali, Chennai - CPCB"	23-04-2018 05:00:00	SO2	1	5	3		
											491	India	TamilNadu	Chennai	"Manali, Chennai - CPCB"	23-04-2018 05:00:00	CO	27	70	48		
											492	India	TamilNadu	Chennai	"Velachery Res. Area, Chennai - CPCB"	23-04-2018 05:00:00	PM2.5	35	95	72		
											493	India	TamilNadu	Chennai	"Velachery Res. Area, Chennai - CPCB"	23-04-2018 05:00:00	NO2	25	65	39		
											494	India	TamilNadu	Chennai	"Velachery Res. Area, Chennai - CPCB"	23-04-2018 05:00:00	SO2	1	5	4		
											495	India	TamilNadu	Chennai	"Velachery Res. Area, Chennai - CPCB"	23-04-2018 05:00:00	CO	22	48	41		
											496	India	TamilNadu	Chennai	"Velachery Res. Area, Chennai - CPCB"	23-04-2018 05:00:00	OZONE	20	44	40		
											497	India	Telangana	Hyderabad	"Bollaram Industrial Area, Hyderabad - TSPCB"	23-04-2018 05:00:00	PM2.5	52	71	60		
											498	India	Telangana	Hyderabad	"Bollaram Industrial Area, Hyderabad - TSPCB"	23-04-2018 05:00:00	PM10	73	145	96		
											499	India	Telangana	Hyderabad	"Bollaram Industrial Area, Hyderabad - TSPCB"	23-04-2018 05:00:00	NO2	12	55	25		
											500	India	Telangana	Hyderabad	"Bollaram Industrial Area, Hyderabad - TSPCB"	23-04-2018 05:00:00	NH3	3	5	5		
											501	India	Telangana	Hyderabad	"Bollaram Industrial Area, Hyderabad - TSPCB"	23-04-2018 05:00:00	SO2	3	12	7		
											502	India	Telangana	Hyderabad	"Bollaram Industrial Area, Hyderabad - TSPCB"	23-04-2018 05:00:00	CO	1	35	14		
											503	India	Telangana	Hyderabad	"Bollaram Industrial Area, Hyderabad - TSPCB"	23-04-2018 05:00:00	OZONE	21	67	54		
											504	India	Telangana	Hyderabad	"Central University, Hyderabad - TSPCB"	23-04-2018 05:00:00	PM2.5	32	52	42		
											505	India	Telangana	Hyderabad	"Central University, Hyderabad - TSPCB"	23-04-2018 05:00:00	PM10	61	100	78		
											506	India	Telangana	Hyderabad	"Central University, Hyderabad - TSPCB"	23-04-2018 05:00:00	NO2	20	80	38		
											507	India	Telangana	Hyderabad	"Central University, Hyderabad - TSPCB"	23-04-2018 05:00:00	NH3	3	4	4		
											508	India	Telangana	Hyderabad	"Central University, Hyderabad - TSPCB"	23-04-2018 05:00:00	SO2	1	9	2		
											509	India	Telangana	Hyderabad	"Central University, Hyderabad - TSPCB"	23-04-2018 05:00:00	CO	4	62	29		
											510	India	Telangana	Hyderabad	"Central University, Hyderabad - TSPCB"	23-04-2018 05:00:00	OZONE	38	111	90		
											511	India	Telangana	Hyderabad	"ICRISAT Patancheru, Hyderabad - TSPCB"	23-04-2018 05:00:00	PM2.5	31	63	50		
											512	India	Telangana	Hyderabad	"ICRISAT Patancheru, Hyderabad - TSPCB"	23-04-2018 05:00:00	PM10	50	106	72		
											513	India	Telangana	Hyderabad	"ICRISAT Patancheru, Hyderabad - TSPCB"	23-04-2018 05:00:00	NO2	7	24	14		
											514	India	Telangana	Hyderabad	"ICRISAT Patancheru, Hyderabad - TSPCB"	23-04-2018 05:00:00	NH3	2	3	2		
											515	India	Telangana	Hyderabad	"ICRISAT Patancheru, Hyderabad - TSPCB"	23-04-2018 05:00:00	SO2	5	47	25		
											516	India	Telangana	Hyderabad	"ICRISAT Patancheru, Hyderabad - TSPCB"	23-04-2018 05:00:00	CO	15	45	23		
											517	India	Telangana	Hyderabad	"ICRISAT Patancheru, Hyderabad - TSPCB"	23-04-2018 05:00:00	OZONE	25	74	63		
											518	India	Telangana	Hyderabad	"IDA Pashamylaram, Hyderabad - TSPCB"	23-04-2018 05:00:00	PM2.5	38	187	64		
											519	India	Telangana	Hyderabad	"IDA Pashamylaram, Hyderabad - TSPCB"	23-04-2018 05:00:00	PM10	46	154	77		
											520	India	Telangana	Hyderabad	"IDA Pashamylaram, Hyderabad - TSPCB"	23-04-2018 05:00:00	NO2	15	63	48		
											521	India	Telangana	Hyderabad	"IDA Pashamylaram, Hyderabad - TSPCB"	23-04-2018 05:00:00	NH3	3	9	4		
											522	India	Telangana	Hyderabad	"IDA Pashamylaram, Hyderabad - TSPCB"	23-04-2018 05:00:00	SO2	2	47	6		
											523	India	Telangana	Hyderabad	"IDA Pashamylaram, Hyderabad - TSPCB"	23-04-2018 05:00:00	CO	16	83	48		
											524	India	Telangana	Hyderabad	"IDA Pashamylaram, Hyderabad - TSPCB"	23-04-2018 05:00:00	OZONE	19	71	57		
											525	India	Telangana	Hyderabad	"Sanathnagar, Hyderabad - TSPCB"	23-04-2018 05:00:00	PM2.5	60	91	77		
											526	India	Telangana	Hyderabad	"Sanathnagar, Hyderabad - TSPCB"	23-04-2018 05:00:00	NO2	18	90	38		
											527	India	Telangana	Hyderabad	"Sanathnagar, Hyderabad - TSPCB"	23-04-2018 05:00:00	SO2	5	10	7		
											528	India	Telangana	Hyderabad	"Sanathnagar, Hyderabad - TSPCB"	23-04-2018 05:00:00	CO	14	49	24		
											529	India	Telangana	Hyderabad	"Sanathnagar, Hyderabad - TSPCB"	23-04-2018 05:00:00	OZONE	14	106	71		
											530	India	Telangana	Hyderabad	"Zoo Park, Hyderabad - TSPCB"	23-04-2018 05:00:00	PM2.5	NA	NA	NA		
											531	India	Telangana	Hyderabad	"Zoo Park, Hyderabad - TSPCB"	23-04-2018 05:00:00	PM10	NA	NA	NA		
											532	India	Telangana	Hyderabad	"Zoo Park, Hyderabad - TSPCB"	23-04-2018 05:00:00	NO2	NA	NA	NA		
											533	India	Telangana	Hyderabad	"Zoo Park, Hyderabad - TSPCB"	23-04-2018 05:00:00	NH3	NA	NA	NA		
											534	India	Telangana	Hyderabad	"Zoo Park, Hyderabad - TSPCB"	23-04-2018 05:00:00	SO2	NA	NA	NA		
											535	India	Telangana	Hyderabad	"Zoo Park, Hyderabad - TSPCB"	23-04-2018 05:00:00	CO	18	38	25		
											536	India	Telangana	Hyderabad	"Zoo Park, Hyderabad - TSPCB"	23-04-2018 05:00:00	OZONE	53	64	59		
											537	India	Uttar_Pradesh	Agra	"Sanjay Palace, Agra - UPPCB"	23-04-2018 05:00:00	PM2.5	38	210	90		
											538	India	Uttar_Pradesh	Agra	"Sanjay Palace, Agra - UPPCB"	23-04-2018 05:00:00	NO2	45	81	57		
											539	India	Uttar_Pradesh	Agra	"Sanjay Palace, Agra - UPPCB"	23-04-2018 05:00:00	SO2	2	15	8		
											540	India	Uttar_Pradesh	Agra	"Sanjay Palace, Agra - UPPCB"	23-04-2018 05:00:00	CO	20	46	25		
											541	India	Uttar_Pradesh	Agra	"Sanjay Palace, Agra - UPPCB"	23-04-2018 05:00:00	OZONE	12	19	17		
											542	India	Uttar_Pradesh	Ghaziabad	"Vasundhara, Ghaziabad, UP - UPPCB"	23-04-2018 05:00:00	PM2.5	34	227	99		
											543	India	Uttar_Pradesh	Ghaziabad	"Vasundhara, Ghaziabad, UP - UPPCB"	23-04-2018 05:00:00	PM10	143	235	182		
											544	India	Uttar_Pradesh	Ghaziabad	"Vasundhara, Ghaziabad, UP - UPPCB"	23-04-2018 05:00:00	NO2	22	137	63		
											545	India	Uttar_Pradesh	Ghaziabad	"Vasundhara, Ghaziabad, UP - UPPCB"	23-04-2018 05:00:00	NH3	8	12	9		
											546	India	Uttar_Pradesh	Ghaziabad	"Vasundhara, Ghaziabad, UP - UPPCB"	23-04-2018 05:00:00	SO2	13	112	37		
											547	India	Uttar_Pradesh	Ghaziabad	"Vasundhara, Ghaziabad, UP - UPPCB"	23-04-2018 05:00:00	CO	16	96	27		
											548	India	Uttar_Pradesh	Ghaziabad	"Vasundhara, Ghaziabad, UP - UPPCB"	23-04-2018 05:00:00	OZONE	18	199	82		
											549	India	Uttar_Pradesh	Kanpur	"Nehru Nagar, Kanpur - UPPCB"	23-04-2018 05:00:00	PM2.5	37	293	84		
											550	India	Uttar_Pradesh	Kanpur	"Nehru Nagar, Kanpur - UPPCB"	23-04-2018 05:00:00	NO2	38	168	87		
											551	India	Uttar_Pradesh	Kanpur	"Nehru Nagar, Kanpur - UPPCB"	23-04-2018 05:00:00	SO2	6	106	16		
											552	India	Uttar_Pradesh	Kanpur	"Nehru Nagar, Kanpur - UPPCB"	23-04-2018 05:00:00	CO	17	178	101		
											553	India	Uttar_Pradesh	Kanpur	"Nehru Nagar, Kanpur - UPPCB"	23-04-2018 05:00:00	OZONE	6	73	48		
											554	India	Uttar_Pradesh	Lucknow	"Central School, Lucknow - CPCB"	23-04-2018 05:00:00	PM2.5	1	500	221		
											555	India	Uttar_Pradesh	Lucknow	"Central School, Lucknow - CPCB"	23-04-2018 05:00:00	NO2	40	61	48		
											556	India	Uttar_Pradesh	Lucknow	"Central School, Lucknow - CPCB"	23-04-2018 05:00:00	SO2	1	7	2		
											557	India	Uttar_Pradesh	Lucknow	"Central School, Lucknow - CPCB"	23-04-2018 05:00:00	CO	3	78	31		
											558	India	Uttar_Pradesh	Lucknow	"Central School, Lucknow - CPCB"	23-04-2018 05:00:00	OZONE	32	88	80		
											559	India	Uttar_Pradesh	Lucknow	"Lalbagh, Lucknow - CPCB"	23-04-2018 05:00:00	PM2.5	101	307	206		
											560	India	Uttar_Pradesh	Lucknow	"Lalbagh, Lucknow - CPCB"	23-04-2018 05:00:00	NO2	41	101	65		
											561	India	Uttar_Pradesh	Lucknow	"Lalbagh, Lucknow - CPCB"	23-04-2018 05:00:00	SO2	6	18	10		
											562	India	Uttar_Pradesh	Lucknow	"Lalbagh, Lucknow - CPCB"	23-04-2018 05:00:00	CO	10	62	25		
											563	India	Uttar_Pradesh	Lucknow	"Lalbagh, Lucknow - CPCB"	23-04-2018 05:00:00	OZONE	41	118	107		
											564	India	Uttar_Pradesh	Lucknow	"Nishant Ganj, Lucknow - UPPCB"	23-04-2018 05:00:00	PM2.5	28	255	64		
											565	India	Uttar_Pradesh	Lucknow	"Nishant Ganj, Lucknow - UPPCB"	23-04-2018 05:00:00	NO2	7	78	31		
											566	India	Uttar_Pradesh	Lucknow	"Nishant Ganj, Lucknow - UPPCB"	23-04-2018 05:00:00	SO2	13	27	18		
											567	India	Uttar_Pradesh	Lucknow	"Nishant Ganj, Lucknow - UPPCB"	23-04-2018 05:00:00	CO	9	57	27		
											568	India	Uttar_Pradesh	Lucknow	"Nishant Ganj, Lucknow - UPPCB"	23-04-2018 05:00:00	OZONE	32	106	73		
											569	India	Uttar_Pradesh	Lucknow	"Talkatora District Industries Center, Lucknow - CPCB"	23-04-2018 05:00:00	PM2.5	73	255	198		
											570	India	Uttar_Pradesh	Lucknow	"Talkatora District Industries Center, Lucknow - CPCB"	23-04-2018 05:00:00	NO2	41	47	46		
											571	India	Uttar_Pradesh	Lucknow	"Talkatora District Industries Center, Lucknow - CPCB"	23-04-2018 05:00:00	NH3	7	8	8		
											572	India	Uttar_Pradesh	Lucknow	"Talkatora District Industries Center, Lucknow - CPCB"	23-04-2018 05:00:00	SO2	4	13	8		
											573	India	Uttar_Pradesh	Lucknow	"Talkatora District Industries Center, Lucknow - CPCB"	23-04-2018 05:00:00	CO	18	37	27		
											574	India	Uttar_Pradesh	Moradabad	"Lajpat Nagar, Moradabad - UPPCB"	23-04-2018 05:00:00	PM2.5	36	301	126		
											575	India	Uttar_Pradesh	Moradabad	"Lajpat Nagar, Moradabad - UPPCB"	23-04-2018 05:00:00	PM10	133	349	208		
											576	India	Uttar_Pradesh	Moradabad	"Lajpat Nagar, Moradabad - UPPCB"	23-04-2018 05:00:00	NO2	77	115	100		
											577	India	Uttar_Pradesh	Moradabad	"Lajpat Nagar, Moradabad - UPPCB"	23-04-2018 05:00:00	SO2	2	14	9		
											578	India	Uttar_Pradesh	Moradabad	"Lajpat Nagar, Moradabad - UPPCB"	23-04-2018 05:00:00	CO	2	114	21		
											579	India	Uttar_Pradesh	Moradabad	"Lajpat Nagar, Moradabad - UPPCB"	23-04-2018 05:00:00	OZONE	21	122	104		
											580	India	Uttar_Pradesh	Noida	"Sector - 125, Noida, UP - UPPCB"	23-04-2018 05:00:00	PM2.5	37	150	78		
											581	India	Uttar_Pradesh	Noida	"Sector - 125, Noida, UP - UPPCB"	23-04-2018 05:00:00	PM10	138	230	172		
											582	India	Uttar_Pradesh	Noida	"Sector - 125, Noida, UP - UPPCB"	23-04-2018 05:00:00	NO2	5	134	54		
											583	India	Uttar_Pradesh	Noida	"Sector - 125, Noida, UP - UPPCB"	23-04-2018 05:00:00	NH3	8	12	10		
											584	India	Uttar_Pradesh	Noida	"Sector - 125, Noida, UP - UPPCB"	23-04-2018 05:00:00	SO2	18	37	26		
											585	India	Uttar_Pradesh	Noida	"Sector - 125, Noida, UP - UPPCB"	23-04-2018 05:00:00	CO	14	76	20		
											586	India	Uttar_Pradesh	Noida	"Sector - 125, Noida, UP - UPPCB"	23-04-2018 05:00:00	OZONE	6	161	133		
											587	India	Uttar_Pradesh	Noida	"Sector - 62, Noida, UP - IMD"	23-04-2018 05:00:00	PM2.5	44	133	76		
											588	India	Uttar_Pradesh	Noida	"Sector - 62, Noida, UP - IMD"	23-04-2018 05:00:00	PM10	146	243	179		
											589	India	Uttar_Pradesh	Noida	"Sector - 62, Noida, UP - IMD"	23-04-2018 05:00:00	NO2	15	45	34		
											590	India	Uttar_Pradesh	Noida	"Sector - 62, Noida, UP - IMD"	23-04-2018 05:00:00	CO	46	82	66		
											591	India	Uttar_Pradesh	Noida	"Sector - 62, Noida, UP - IMD"	23-04-2018 05:00:00	OZONE	13	57	53		
											592	India	Uttar_Pradesh	Varanasi	"Ardhali Bazar, Varanasi - UPPCB"	23-04-2018 05:00:00	PM2.5	NA	NA	NA		
											593	India	Uttar_Pradesh	Varanasi	"Ardhali Bazar, Varanasi - UPPCB"	23-04-2018 05:00:00	PM10	NA	NA	NA		
											594	India	Uttar_Pradesh	Varanasi	"Ardhali Bazar, Varanasi - UPPCB"	23-04-2018 05:00:00	NO2	NA	NA	NA		
											595	India	Uttar_Pradesh	Varanasi	"Ardhali Bazar, Varanasi - UPPCB"	23-04-2018 05:00:00	SO2	NA	NA	NA		
											596	India	Uttar_Pradesh	Varanasi	"Ardhali Bazar, Varanasi - UPPCB"	23-04-2018 05:00:00	CO	16	92	42		
											597	India	Uttar_Pradesh	Varanasi	"Ardhali Bazar, Varanasi - UPPCB"	23-04-2018 05:00:00	OZONE	65	81	72		
											598	India	West_Bengal	Asanol	"Asanol Court Area, Asanol - WBPCB"	23-04-2018 05:00:00	PM2.5	83	234	152		
											599	India	West_Bengal	Asanol	"Asanol Court Area, Asanol - WBPCB"	23-04-2018 05:00:00	PM10	74	134	108		
											600	India	West_Bengal	Asanol	"Asanol Court Area, Asanol - WBPCB"	23-04-2018 05:00:00	NO2	25	62	40		
											601	India	West_Bengal	Asanol	"Asanol Court Area, Asanol - WBPCB"	23-04-2018 05:00:00	NH3	4	10	8		
											602	India	West_Bengal	Asanol	"Asanol Court Area, Asanol - WBPCB"	23-04-2018 05:00:00	SO2	1	15	5		
											603	India	West_Bengal	Asanol	"Asanol Court Area, Asanol - WBPCB"	23-04-2018 05:00:00	CO	40	75	49		
											604	India	West_Bengal	Asanol	"Asanol Court Area, Asanol - WBPCB"	23-04-2018 05:00:00	OZONE	5	134	97		
											605	India	West_Bengal	Durgapur	"Sidhu Kanhu Indoor Stadium, Durgapur - WBPCB"	23-04-2018 05:00:00	PM10	NA	NA	NA		
											606	India	West_Bengal	Durgapur	"Sidhu Kanhu Indoor Stadium, Durgapur - WBPCB"	23-04-2018 05:00:00	NO2	NA	NA	NA		
											607	India	West_Bengal	Durgapur	"Sidhu Kanhu Indoor Stadium, Durgapur - WBPCB"	23-04-2018 05:00:00	SO2	NA	NA	NA		
											608	India	West_Bengal	Durgapur	"Sidhu Kanhu Indoor Stadium, Durgapur - WBPCB"	23-04-2018 05:00:00	CO	NA	NA	NA		
											609	India	West_Bengal	Durgapur	"Sidhu Kanhu Indoor Stadium, Durgapur - WBPCB"	23-04-2018 05:00:00	OZONE	NA	NA	NA		
											610	India	West_Bengal	Haldia	"Haldia, Haldia - WBPCB"	23-04-2018 05:00:00	PM10	9	93	49		
											611	India	West_Bengal	Haldia	"Haldia, Haldia - WBPCB"	23-04-2018 05:00:00	NO2	8	22	14		
											612	India	West_Bengal	Haldia	"Haldia, Haldia - WBPCB"	23-04-2018 05:00:00	SO2	5	68	20		
											613	India	West_Bengal	Haldia	"Haldia, Haldia - WBPCB"	23-04-2018 05:00:00	CO	10	27	14		
											614	India	West_Bengal	Haldia	"Haldia, Haldia - WBPCB"	23-04-2018 05:00:00	OZONE	11	20	18		
											615	India	West_Bengal	Kolkata	"Victoria, Kolkata - WBPCB"	23-04-2018 05:00:00	PM2.5	17	61	41		
											616	India	West_Bengal	Kolkata	"Victoria, Kolkata - WBPCB"	23-04-2018 05:00:00	PM10	33	103	56		
											617	India	West_Bengal	Kolkata	"Victoria, Kolkata - WBPCB"	23-04-2018 05:00:00	NO2	14	74	35		
											618	India	West_Bengal	Kolkata	"Victoria, Kolkata - WBPCB"	23-04-2018 05:00:00	NH3	2	3	2		
											619	India	West_Bengal	Kolkata	"Victoria, Kolkata - WBPCB"	23-04-2018 05:00:00	SO2	2	6	4		
											620	India	West_Bengal	Kolkata	"Victoria, Kolkata - WBPCB"	23-04-2018 05:00:00	CO	49	69	57		
											621	India	West_Bengal	Kolkata	"Victoria, Kolkata - WBPCB"	23-04-2018 05:00:00	OZONE	8	85	54		
											622	India	West_Bengal	Siliguri	"Ward-32 Bapupara, Siliguri - WBPCB"	23-04-2018 05:00:00	PM2.5	NA	NA	NA		
											623	India	West_Bengal	Siliguri	"Ward-32 Bapupara, Siliguri - WBPCB"	23-04-2018 05:00:00	PM10	NA	NA	NA		
											624	India	West_Bengal	Siliguri	"Ward-32 Bapupara, Siliguri - WBPCB"	23-04-2018 05:00:00	NO2	NA	NA	NA		
											625	India	West_Bengal	Siliguri	"Ward-32 Bapupara, Siliguri - WBPCB"	23-04-2018 05:00:00	NH3	NA	NA	NA		
											626	India	West_Bengal	Siliguri	"Ward-32 Bapupara, Siliguri - WBPCB"	23-04-2018 05:00:00	CO	36	42	39		
											627	India	West_Bengal	Siliguri	"Ward-32 Bapupara, Siliguri - WBPCB"	23-04-2018 05:00:00	OZONE	77	95	89		
